Name,Position,University,Place,Code
horacio  gabriel simunovich díaz,,UNIVERSIDAD CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,"Concepción, Chile",10256
Victor Hugo Sanchez Molina,,UNIVERSIDAD CATÓLICA DEL NORTE,"Antofagasta, Chile",10257
Felipe Zurita,ASSOCIATE PROFESSOR,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10258
Bernardita Pilar Vial Lira,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"santiago, Chile",10259
Maria Teresa Planella Ortiz,,MUSEO REGIONAL DE RANCAGUA,"Rancagua, Chile",10260
Luciana Daniela Quiroz Ledesma,,PARTICULAR,"Santiago, Chile",10261
Carolina Andrea Belmar Pantelis,Profesora Asistente,Universidad de Chile,"Santiago, Chile",10262
Andrea Biere,,HOSPITAL CLINICO UNIVERSIDAD DE CHILE,"santiago, Chile",10263
RICARDO ENRIQUE TRUFFELLO ROBLEDO,Profesor Asistente Adjunto,Pontificia Universidad Católica de Chile,"Santiago, Chile",10264
Nicole Ester Norel Dujovne,,UNIVERSIDAD ADOLFO IBÁÑEZ,"Santiago, Chile",10265
Alvaro Eduardo Restuccia Nuñez,Profesor Titular,UNIVERSIDAD DE ANTOFAGASTA,"Antofagasta, Chile",10266
Luis Antonio Cortés Vega,,UNIVERSIDAD DE ANTOFAGASTA,"Antofagasta, Chile",10267
Adrián Vladimir Sotomayor Aguirre,Profesor Asociado Jornada Completa de Planta,UNIVERSIDAD DE ANTOFAGASTA,"Antofagasta, Chile",10268
Mercedes Fernández Miranda,,UNIVERSIDAD DE ANTOFAGASTA,"Antofagasta, Chile",10269
Carlos Enrique Le Quesne Geier,Académico,UNIVERSIDAD AUSTRAL DE CHILE,"Valdivia, Chile",10271
Catalina Allende Marín,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10272
Pilar Larroulet Philippi,,"INSTITUTO DE SOCIOLOGÍA, PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","Santiago, Chile",10273
Jaime Andres Tobar Rubio,,CENTRO VETERINARIO Y AGRICOLA LTDA.,"Santiago, Chile",10274
Sebastian Osvaldo Rojas Barrera,,CENTRO AGRICOLA Y VETERINARIO LTDA,"Santiago, Chile",10275
Mariel Lourdes Sola Escalante,,CENTRO VETERINARIO Y AGRÍCOLA LTDA.,"Santiago, Chile",10276
Luisa Castaldi,jefa de docencia,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,"Viña del mar, Chile",10278
Juan Martin Rodriguez Rodriguez,,UNIVERSIDAD DE TARAPACA,"ARICA, Chile",10279
Roxana Antonina Pey Tumanoff,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10280
Alvaro Luis Romero Guevara,Encargado Oficina Regional,CONSEJO DE MONUMENTOS NACIONALES,"Arica, Chile",10283
Rodrigo Andres Segura Revello,,INSTITUTO DE NEUROCIRUGÍA DR. ALFONSO ASENJO,"Santiago, Chile",10284
Rómulo Eduardo Melo Monsalve,Neurosurgeon,Instituto de Neurocirugía Dr. Asenjo,"Santiago, Chile",10285
Cristian Sergio Carrasco Lara,Director,HOSPITAL BASE VALDIVIA,"Valdivia, Chile",10286
Jose Mauricio Sarmiento Vargas,Assistant Professor,UNIVERSIDAD AUSTRAL DE CHILE,"Valdivia, Chile",10287
Claudio Jorge Ramos Zincke,,UNIVERSIDAD ALBERTO HURTADO,"Santiago, Chile",10288
Benito Umaña Hermosilla,,UNIVERSIDAD DEL BÍO-BÍO,"Chillán, Chile",10289
Angela Herrera Paredes,,"UNIVERSIDAD E VALPARAÌSO, FACULTAD ARQUITECTURA, ESCUELA DISEÑO","Valparaiso, Chile",10290
Juan Marcelo Mella Polanco,,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10291
Jorge Cortes Quintana,,UNIVERSIDAD DE LA FRONTERA,"Temuco, Chile",10294
Jorge Eduardo Gibert Galassi,,UNIVERSIDAD DE VALPARAISO,"valparaiso, Chile",10295
Juan Rodrigo Fuentes San martin,Associate Professor,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10296
Marcos David Zúñiga Barraza,,UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,"Valparaíso, Chile",10297
Gonzalo Andrés Cáceres Quiero,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10299
María Pía Montealegre Beach,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10300
Valentina Javiera Rozas Krause,,UNIVERSIDAD ALBERTO HURTADO,"Santiago, Chile",10301
Francisco Hervé Allamand,,"ESCUELA DE CIENCIAS DE LA TIERRA, UNIVERSIDAD ANDRES BELLO/ DEPARTAMENTO DE GEOLOGÍA, UNIVERSIDAD DE CHILE","Santiago, Chile",10302
Mauricio Roberto Calderón Nettle,ASSISTANT PROFESSOR,UNIVERSIDAD ANDRES BELLO,"SANTIAGO, Chile",10303
Karin Brinkmann Scheihing,,HOSPITAL REGIONAL LAUTARO NAVARRO PUNTA ARENAS,"Punta Arenas, Chile",10304
Laura Campos Cerda,,HOSPITAL LAS HIGUERAS SS TALCAHUANO,"Talcahuano, Chile",10305
Rodrigo Esteban Fernández Albornoz,,"UNIVERSIDAD DE CHILE, COMISIÓN DE ESTUDIOS PARA LAS HUMANIDADES, ARTES Y CIENCIAS SOCIALES (CEHACS)","Santiago, Chile",10306
Rodolfo Humberto Villarroel Acevedo,,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,"Valparaíso, Chile",10307
MARLENE JEANNETTE PINTO FERNÁNDEZ,Scientific assitance,UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,"Valparaíso, Chile",10308
Andres Carvajal Romero,Investigador,INIA,"Osorno, Chile",10310
Alex Gastón Espinoza Verdejo,,UNIVERSIDAD DE TARAPACÁ,"Arica, Chile",10311
Marcelo Pablo Díaz Soto,,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10312
Rubén Enrique Leal Riquelme,,UNIVERSIDAD DE LA FRONTERA,"Temuco, Chile",10313
Sonia Elizabeth Reyes Herrera,Profesora Adjunta,UNIVERSIDAD DE VALPARAÍSO,"Valparaíso, Chile",10314
Tania de Armas,ASSISTANT PROFESSOR,UNIVERSIDAD DE PLAYA ANCHA,"Valparaíso, Chile",10315
Gonzalo Saavedra Vergara,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10316
Maria Del Pilar Laso Correa,,UNIVERSIDAD DEL BÍO-BÍO,"Concepción, Chile",10317
Manuel Ivan Albarran Ulsen,,UNIVERSIDAD DEL BÍO-BÍO,"Concepcion, Chile",10318
Gloria Valdes Stromilli,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10320
Eduardo Andrés Machuca Neira,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10321
Jenny Leslie Corthorn Hortal,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10322
Gloria Ximena Soto Ramirez,,HOSPITAL SAN BORJA ARRIARÁN,"Santiago, Chile",10323
Gricelda Figueroa Irarrázabal,,UNIVERSIDAD DE SANTIAGO DE CHILE,"SANTIAGO, Chile",10324
Raul Velozo Farias,,UNIVERSIDAD DE SANTIAGO,"Santiago, Chile",10325
Jaime Retamal Salazar,,UNIVERSIDAD DE SANTIAGO DE CHILE,"SANTIAGO, Chile",10326
Claudio Thieme Jara,,UNIVERSIDAD DIEGO PORTALES / FACULTAD DE ECONOMIA Y EMPRESA,"Santiago, Chile",10327
René Gempp,Académico,UNIVERSIDAD DIEGO PORTALES / FACULTAD DE ECONOMIA Y EMPRESA,"Santiago, Chile",10328
Juan Ernesto Treviño Villarreal,Associate Professor,Pontificia Universidad Católica de Chile,"Macul, Chile",10329
Jaime Arturo Belmonte-pool Villanueva,,UNIVERSIDAD DE CONCEPCIÓN,"Concepción, Chile",10330
Rodrigo Molina,,NATURA NOVA S.A.,"Santiago, Chile",10331
Nicole Doerr,,NATURA NOVA S.A.,"Santiago, Chile",10332
German Alvarez Trapp,,NATURA NOVA S.A.,"Santiago, Chile",10333
Fernando Rodrigo Silva Aciares,,UNIVERSIDAD DE ANTOFAGASTA,"Antofagasta, Chile",10336
María Soledad Falabella Luco,Profesora Asociada,Universidad de Chile,"Santiago, Chile",10337
Ana Baeza Carvallo,Académica,FACULTAD DE FILOSOFÍA Y HUMANIDADES UNIVERSIDAD DE CHILE,"Santiago, Chile",10338
Joaquim Barbe Farre,,UNVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10339
Lorena Espinoza Salfate,,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10340
Claudia Victoria Matus Correa,,UNIVERSIDAD DE SANTIAGO DE CHILE,"SANTIAGO, Chile",10341
Patricio Hernán Tudela Poblete,,FUNDACIÓN PAZ CIUDADANA,"Santiago, Chile",10342
Ana Maria Morales Peillard,Director de área ,FUNDACIÓN PAZ CIUDADANA,"Santiago, Chile",10343
Juan Miguel Caldentey Pont,,"UNIVERSIDAD DE CHILE, DEPTO. SILVICULTURA Y CONSERVACIÓN DE LA NATURALEZA","Santiago, Chile",10344
Takane Matsumoto,,CENTRO DE INVESITGACION EN ECOSISTEMAS DE LA PATAGONIA,"coyhaique, Chile",10345
Elva Eliana Ortega Torres,Académico,"UNIVERSIDAD CATÓLICA DEL NORTE, DEPARTAMENTO DE MATEMÁTICAS","Antofagasta, Chile",10346
FERNANDO LEON TORRES PEREZ,Full Professor,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,"VALPARAISO, Chile",10347
Cynthia Lee Andruske,Assistant Professor,Universidad Autonoma Chile,"Talca, Chile",10348
Maruicio Lacazette Pinto,,UNIVERSIDAD CATÓLICA DEL NORTE,"Antofagasta, Chile",10349
Fernando Armando Moraga Cordero,Profesor Asociado,UNIVERSIDAD CATÓLICA DEL NORTE,"Coquimbo, Chile",10350
Luis Adrian Medina Caamaño,Profesor Asociado,UNIVERSIDAD DE ANTOFAGASTA,"Antofagasta, Chile",10351
Héctor Patricio Silva Zúñiga,,UNIVERSIDAD DE ANTOFAGASTA,"Antofagasta, Chile",10352
Ricardo Ramiro Alvarez Abel,Investigador,"CENTRO DE ESTUDIOS DEL DESARROLLO LOCAL Y REGIONAL, UNIVERSIDAD DE LOS LAGOS","Osorno, Chile",10353
Patricia Macanas Pirard,Profesor Asistente Adjunto,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,"223543432, Chile",10354
Ana Maria Zárraga Olavarría,PROFESORA TITULAR,UNIVERSIDAD AUSTRAL DE CHILE,"VALDIVIA, Chile",10355
Flor De Maria Rodriguez Garcia,,INIA-REMEHUE,"Osorno, Chile",10357
Julio César Kalazich Barassi,,"ISTITUTO DE INVESTIGACIONES AGROPECUARIAS, INIA","Osorno, Chile",10358
José Santos Rojas Rojas,,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS,"Osorno, Chile",10359
Igor Alexis Goicovic Donoso,Profesor Titular,Universidad de Santiago de Chile,"Quilpué, Chile",10361
Sol Anunziata Serrano Pérez,Profesora Titular,P. UNIVERSIDAD CATOLICA DE CHILE,"Santiago, Chile",10364
Claudia Patricia Bernal Zuluaga,Academico Investigador,Universidad de La Serena,"La Serena, Chile",10368
Tuillang Arnoldo Yuing Alfaro,,UNIVERSIDAD DE PLAYA ANCHA,"San Felipe, Chile",10369
Ana Maria Alvarez Rojas,,UNIVERSIDAD CATÓLICA SILVA HENRÍQUEZ,"Santiago, Chile",10370
Cristina Lucía Acuña Rougier,,PARTICULAR,"Santiago, Chile",10371
Maria Francisca Alonso Sanchez,Profesora Adjunta ,Universidad de Valparíso,"Viña del Mar, Chile",10372
Javier Felipe Echeverría Morgado,Profesor Asistente e Investigador ,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago de Chile, Chile",10374
Camilo Andrés García Sanhueza,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10375
Maria Pia Valdivia Leiva,,"UNIVERSITY OF CALIFORNIA, SAN DIEGO","La Jolla, Estados Unidos",10376
Juan Manuel Zolezzi Moraga,Associate Professor,UNIVERSIDAD DE MAGALLANES,"Punta Arenas, Chile",10377
Daniela Eugenia Olivares Zapata,,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS,"Santiago, Chile",10378
Manuel Alejandro Gacitúa Santalices,Profesor asistente,Universidad de Santiago de Chile,"Santiago, Chile",10379
María José Correa Gómez,Directora Magíster en Historia,UNIVERSIDAD ANDRÉS BELLO,"SANTIAGO DE CHILE, Chile",10382
Meredith Root-bernstein,,"PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE, DEPARTAMENTO DE ECOLOGÍA","Santiago, Chile",10383
Beatriz Eugenia Contreras Tasso,,UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10384
Cecilia Andrea Guerrero Siancas,Profesor Asociado,"PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO, ESCUELA DE INGENIERÍA BIOQUÍMICA","Valparaíso, Chile",10386
Olimpo José García Beltrán,,UNIVERSIDAD ANDRES BELLO,"Santiago, Chile",10387
GEORGIOS IOANNOU,PROFESOR ASISTENTE,UNIVERSIDAD DE CHILE,Chile,10388
Carlos Felipe Vera Vera,,PONTIFICIA UNIVVERSIDAD CATÓLICA DE VALPARAÍSO. ESCUELA INGENIERÍA BIOQUÍMICA,"Valparaíso, Chile",10389
Jorge Andrés Dagnino Jiménez,,UNIVERSIDAD DE LOS ANDES,"Santiago, Chile",10390
Juan Manuel Garrido Wainer,PROFESOR TITULAR,UNIVERSIDAD ALBERTO HURTADO,"Santiago, Chile",10392
Paula Macarena Toro Mujica,Associate professor,Universidad de O'Higgins,"San Fernando, Chile",10394
Claudio Aguilar Gonzalez,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10395
Marc Mazade,,CENTRO DE MODELAMIENTO MATEMATICO,"Santiago, Chile",10396
Luisa Fernanda Quesada Romero,Docente e investigadora,Universidad San Sebastián,"Valdivia, Chile",10397
Lucia Paulina Gonzalez Gomez,,UNIVERSITY OF CALIFORNIA DAVIS,"Davis, Estados Unidos",10398
Danilo Bilches Medinas,Staff Scientist,Instituto de Neurociencia Biomedica,"Santiago, Chile",10399
Mariela Jinett Fuentes Leal,Profesora e Investigadora,UNIVERSIDAD DE CONCEPCION,"concepcion, Chile",10400
Claudia Mileni Aracena Perez,,UNIVERSIDAD COTOLICA DE LA SANTISIMA CONCEPCION,"Concepcion, Chile",10403
Miguel Ruiz Stull,,UNIVERSIDAD DIEGO PORTALES,"Santiago, Chile",10404
Jorge Andrés Soto Delgado,Profesor Asistente,Universidad Andrés Bello,"Viña del Mar, Chile",10406
Miguel Angel Fuentes Rebolledo,External Professor,Santa Fe Institute,"ISCV - Valparaíso, Estados Unidos",10407
Alexandre Gallenne,Fellow,"UNIVERSIDAD DE CONCEPCION, DEPARTAMENTO DE ASTRONOMÍA, FACULTAD DE CIENCIAS FÍSICAS Y MATEMÁTICAS","concepción, Chile",10408
Wolfgang Gieren,Full Professor,UNIVERSIDAD DE CONCEPCIÓN,"Concepción, Chile",10409
Jose Francisco Zamorano Abramson,INVESTIGADOR COLABORADOR,UNIVERSIDAD COMPLUTENSE DE MADRID,Chile,10410
Benjamin Alberto Alfredo Aguilera Venegas,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10412
Leslie Garay Narváez,,CENMA,"Stgo., Chile",10414
Nelson Valdés Sáchez,,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,"SANTIAGO, Chile",10415
Sivakumar Radhakrishnan,Post Doctoral Fellow,Universidad de Concepcion,Chile,10417
Paulraj Manidurai,Associate Professor,UNIVERSITY OF CONCEPCION,"CONCEPCION, Chile",10418
Macarena Lucía Urzúa Opazo,PROFESORA INVESTIGADORA/ ASOCIADA,Universidad Finis Terrae,"Santiago, Chile",10419
Nicolás Iván Libedinsky Silva,Full professor,UNIVERSIDAD DE CHILE,"Santiago, Chile",10421
Stella Maris Januario Da Silva,,PONTIFICIA UNIVERSIDAD CATOLICA,"Santiago, Chile",10422
Mauricio Lima Arce,Full Professor,PONTIFICIA UNIVERSIDAD CATOLICA,"Santiago, Chile",10423
Maria Consuelo Pasten Ramos,,"PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE, FAC. CIENCIAS BIOLOGICAS, DEPTO. BIOLOGIA","Santiago, Chile",10424
Mónica Monica Andrews Guzman,,INTA,"Santiago, Chile",10425
Francisca Boher Elton,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10429
Juan Diego Gaitán Espitia,Postdoctoral Fellow,CSIRO - Commonwealth Scientific and Industrial Research Organisation,"Hobart, Australia",10430
Sebastián Esteban Miranda Rojas,Profesor Asistente,UNIVERSIDAD NACIONAL ANDRES BELLO,"Santiago, Chile",10432
Carola Elizabeth Matus Velasquez,,UNIVERSIDAD AUSTRAL DE CHILE,"Valdivia, Chile",10433
Valeska Alejandra Alejandra Ormazabal Valladares,,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,"Concepcion, Chile",10434
Ramiro Antonio Riquelme Bugueño,Profesor Asistente,UNIVERSIDAD DE CONCEPCION,"Concepcion, Chile",10435
Marisol Andrea Belmonte Soto,Profesora Asistente,Universidad de Playa Ancha de Ciencias de la Educación,"Valparaíso, Chile",10436
Felix Sebastian Meier Romero,Investigador en Fertilidad de Suelos,Instituto de Investigaciones Agropecuarias,"Temuco, Chile",10437
Paulina Andrea Valencia Gálvez,,UNIVERSIDAD IBEROAMERICANA DE CIENCIAS Y TECNOLOGIA,"Santiago, Chile",10439
Juan Luis Palma Solorza,ACADÉMICO INVESTIGADOR ASOCIADO,Universidad Central de Chile,"SANTIAGO, Chile",10440
Simon Leonardo Castillo Fernandez,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10442
Sebastian Alfonso Michea Mora,,UNIVERSIDAD DE SANTIAGO DE CHILE,"SANTIAGO, Chile",10443
Andres Felipe Barrientos,,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE (PUC),"Santiago de Chile, Chile",10444
Patricia Lisette Sáez Delgado,Profesor,Universidad de Concepción,"Concepcion, Chile",10445
Richard Reade Lane,,UNIVERSIDAD DE CONCEPCION,"Concepcion, Chile",10446
José Claudio Verschae Tannenbaum,Profesor Asociado,Pontificia Universidad Católica de Chile,"Santiago, Chile",10450
Ricardo Andres Avila Vivero,,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,"Santiago, Chile",10452
Juan Angel Aedo Gajardo,Assistant Professor,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10455
Marcelo Ignacio González Gálvez,Profesor Asistente,Pontificia Universidad Católica de Chile,"Santiago, Chile",10456
Fabián Esteban Jaña Prado,Profesor Asistente,Universidad de Aysén,"Coyhaique, Chile",10459
Jorge Esteban Rivas Pérez,Investigador-postdoctoral,Universidad Andrés Bello,"SANTIAGO, Chile",10460
Evelyn Andrea González Sánchez,,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10461
HERNAN ROBERTO HENRIQUEZ MIRANDA,Full professor,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10463
Lorena Del Carmen Pradenas Rojas,Profesora Titular,UNIVERSIDAD DE CONCEPCIÓN,"Concepción, Chile",10466
jose tomas cornejo cancino,Profesor asociado,Universidad Metropolitana de Ciencias de la Educación,"Santiago, Chile",10468
Manuel Vicuña Urrutia,,UNIVERSIDAD DIEGO PORTALES,"santiago, Chile",10469
María Regina Henríquez Morales,,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,"Valparaíso, Chile",10470
Paulina Alejandra Faba Zuleta,Profesora Asociada,Universidad Alberto Hurtado,"Santiago, Chile",10471
Miguel Angel González Vallejos,,UNIVERSIDAD ALBERTO HURTADO,"Santiago, Chile",10473
Juan Pablo Torres Flores,,"UNIVERSIDAD AUSTRAL DE CHILE, INSTITUTO DE CIENCIAS AMBIENTALES Y EVOLUTIVAS","Valdivia, Chile",10475
Arturo Fernandez Perez,,"DEPARTAMENTO DE FÍSICA, FACULTAD DE CIENCIAS, UNIVERSIDAD DEL BÍO-BÍO","Concepción, Chile",10476
Lidia Elena Mansur --,,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,"SANTIAGO, Chile",10477
Marcelo Javier Ramirez Valenzuela,docente,Universidad de Chile,"Santiago, Chile",10478
Marco Antonio Moreno Pérez,,UNIVERSIDAD CENTRAL DE CHILE,"Santiago, Chile",10479
Carla Eva Badani Schoneweg,,UNIVESIDAD DE CHILE,"Santiago, Chile",10480
Rodrigo Alberto Castro Marín,,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10481
Gonzalo Riadi Mahias,,UNIVERSIDAD DE TALCA,"Talca, Chile",10482
Felipe Salvador Medina Rodríguez,,"UNIVERSITY OF AUCKLAND, DEPARTMENT OF PSYCHOLOGY","Auckland, Nueva Zelanda",10483
Marcelo Javier Alid Vaccarezza,Científico de Datos,Universidad del Bío-Bío,"Concepción, Chile",10484
Patricio Gabriel Mella Castillo,,UNIVERSIDAD DE CONCEPCIÓN,"Concepción, Chile",10485
Nelson Rubén Merino Moncada,Investigador Postdoctoral,Universite Paris Diderot,"Paris, Francia",10486
Rodolfo Andrés Farlora Zapata,Full time professor,Universidad de Valparaíso,"Valparaiso, Chile",10487
Sonnia Marbel Parra Vargas,,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,"Valparaíso, Chile",10488
Loreto Andrea Muñoz Hernandez,Profesora titular,Universidad Central de Chile,"Santiago, Chile, Chile",10489
Franz Dominik Villarroel Espindola,Jefe Laboratorio - PI,Fundación Arturo López Pérez,"Santiago, Chile",10490
Anahita Eslami Rad,Post-doctoral researcher,Universidad de Santiago de Chile,Chile,10491
Carlos Francisco Aylwin Ramirez,,UNIVERSIDAD DE CONCEPCIÓN,"concepción, Chile",10493
Marco Andres Cabrera Brandt,,UNIVERSIDAD AUSTRAL DE CHILE,"Valdivia, Chile",10495
Pablo César Guerrero Martin,Profesor Asistente,Universidad de Concepcion,"Concepcion, Chile",10497
Jorge Augusto Otálora Arias,,UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,"Valparaiso, Chile",10498
Andrés Esteban Marcoleta Caldera,Profesor Asistente,"FACULTAD DE CIENCIAS, UNIVERSIDAD DE CHILE","Santiago, Chile",10500
Andrés Bustamante Pezoa,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10501
Victor Mauricio Cubillos Monras,,OTAGO UNIVERSITY - MARINE SCIENCE DEPARTMENT,"Dunedin, Nueva Zelanda",10502
Alejandra Torres Mediano,Academica Jornada Completa,UNIVERSITY OF SANTIAGO DE CHILE,"Santiago, Chile",10503
Antonio Tironi Silva,,FUNDACIÓN CTF,"Santiago, Chile",10504
Ruben Andrés Palma Millanao,Investigador en Ecología Química de Plagas,Instituto de Investigaciones Agropecuarias,"Vilcún, Chile",10505
Cristian Calderon Espinoza,,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10506
Marco Antonio Montalva Medel,Assistant Professor,UNIVERSIDAD ADOLFO IBÁÑEZ - FACULTAD DE INGENIERÍA Y CIENCIAS,"Santiago, Chile",10507
Marcelo Alejandro Villagran Orellana,,UNIVERSIDAD DE CONCEPCION,"Concepción, Chile",10509
Richard Eduardo Toro Araya,Académico,Universidad de Chile,"Santiago, Chile",10510
Manuel Andres Leiva Guzman,ACADEMICO,"DEPARTAMENTO DE QUIMICA, FACULTAD DE CIENCIAS, UNIVERSIDAD DE CHILE","Santiago, Chile",10511
Alexander Galán Mejía,,OREGON STATE UNIVERSITY,"Corvallis, Estados Unidos",10515
Gustavo Andrés Celedón Bórquez,,UNIVERSIDAD DE PLAYA ANCHA,"SAN FELIPE, Chile",10517
Daniel Andres Sandoval Silva,Co-investigador,UNIVERSIDAD DE CONCEPCIÓN,"Chillán, Chile",10520
Adolfo Fernando Vera Peñaloza,,UNIVERSIDAD DE VALPARAISO,"VALPARAISO, Chile",10522
Jose Jara García,,UNIVERSIDAD DE VALPARAÍSO,"Valparaíso, Chile",10523
Patricia Arevalo Noordam,,UNIVERSIDAD ANDRES BELLO,"Santiago, Chile",10529
Christian David Troncoso Carrasco,Profesor ,"ESCUELA DE CIENCIAS Y TECNOLOGÍAS, CAMPUS LOS ÁNGELES, UNIVERSIDAD DE CONCEPCIÓN","Los Angeles, Chile",10533
Manuel Eduardo Sánchez Olate,Academico,UNIVERSIDAD DE CONCEPCION,"Concepcion, Chile",10534
Julian Martinez Mercado,,DEPARTAMENTO DE FISICA-FCFM-UNIVERSIDAD DE CHILE,"Santiago, Chile",10536
Gino Alberto Nardocci Valenzuela,Investigador,Universidad de Los Andes,"Santiago, Chile",10541
Martín Alejandro Montecino Leonard,Director,UNIVERSIDAD ANDRES BELLO,"Santiago, Chile",10542
César Alejandro González Lagos,Investigador,Universidad Bernardo O'Higgins,"Santiago, Chile",10543
Edison Humberto Osorio Lopez,,UNIVERSIDAD ANDRES BELLO,"Santiago, Chile",10544
Pablo Ignacio Reyes Contreras,Advanced Material Group Leader ,Leitat Chile ,"Santiago , Chile",10546
Diego Ismael Sierra Castro,Profesor Auxiliar,Universidad de Valparaíso,"Valparaíso, Chile",10547
Jenniffer Katherine Miranda Miranda,,UNIVERSIDAD DE CHILE,"SANTIAGO, Chile",10548
María Gabriela Sepulveda Ramirez,,UNIVERSIDAD DE CHILE,"SANTIAGO, Chile",10549
Cristóbal Durán Rojas,Profesor jornada,Universidad Andrés Bello,"SANTIAGO, Chile",10551
Andrea Alvarez Diaz,,"CIEG, DE LA UNIVERSIDAD DE CHILE","Santiago, Chile",10553
Giorgia Daniela Ugarte Marin,,UNIVERSIDAD ANDRES BELLO,"Santiago, Chile",10555
Giancarlo De Ferrari Valentini,Full Professor,UNIVERSIDAD ANDRES BELLO,"Santiago, Chile",10556
Cristobal Manuel Espinoza Romo,,"JODRELL BANK CENTRE FOR ASTROPHYSICS, THE UNIVERSITY OF MANCHESTER","Manchester, Reino Unido",10558
Sabrina Elizabeth Clavijo Baquet,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10559
Roberto Juan Campbell Toro,Profesor Asistente,Pontificia Universidad Católica de Chile,"Santiago, Chile",10560
Edgardo Antonio Cruces Romero,Investigador,Universidad de Atacama,"Copiapo, Chile",10561
Yessica Andrea Rivas Tisnao,Docente,UNIVERSIDAD ADVENTISTA DE CHILE,"Chillan, Chile",10562
Rafael José Opazo Salas,Profesor asistente,University of Chile,"Santiago, Chile",10563
Daniela Millan Retamal,Academico investigador,Universidad Bernardo O'Higgins,"Santiago, Chile",10564
Diego Mardones Perez,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10565
Cesar Antonio Saldias Barros,Profesor Asistente,Pontificia Universidad Catolica de Chile,"Santiago, Chile",10566
Eileen Tehani Collyer Saavedra,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10568
Nils Ohlanders,,"DEPARTMENT OF CIVIL ENGINEERING, FACULTAD DE CIENCIAS FÍSICAS Y MATEMÁTICA, UNIVERSIDAD DE CHILE","Santiago, Chile",10572
Daniel Antonio Bórquez Macherone,Profesor asociado,Universidad Diego Portales,"Santiago, Chile",10573
